id_registro,ano_filmagem,ano_cerimonia,cerimonia,categoria,nome_do_indicado,nome_do_filme,vencedor
1,1927,1928,1,ACTOR,"Richard Barthelmess","The Noose",false
2,1927,1928,1,ACTOR,"Emil Jannings","The Last Command",true
3,1927,1928,1,ACTRESS,"Louise Dresser","A Ship Comes In",false
4,1927,1928,1,ACTRESS,"Janet Gaynor","7th Heaven",true
5,1927,1928,1,ACTRESS,"Gloria Swanson","Sadie Thompson",false
6,1927,1928,1,"ART DIRECTION","Rochus Gliese",Sunrise,false
7,1927,1928,1,"ART DIRECTION","William Cameron Menzies","The Dove;",true
8,1927,1928,1,"ART DIRECTION","Harry Oliver","7th Heaven",false
9,1927,1928,1,CINEMATOGRAPHY,"George Barnes","The Devil Dancer;",false
10,1927,1928,1,CINEMATOGRAPHY,"Charles Rosher",Sunrise,true
11,1927,1928,1,CINEMATOGRAPHY,"Karl Struss",Sunrise,true
12,1927,1928,1,"DIRECTING (Comedy Picture)","Lewis Milestone","Two Arabian Knights",true
13,1927,1928,1,"DIRECTING (Comedy Picture)","Ted Wilde",Speedy,false
14,1927,1928,1,"DIRECTING (Dramatic Picture)","Frank Borzage","7th Heaven",true
15,1927,1928,1,"DIRECTING (Dramatic Picture)","Herbert Brenon","Sorrell and Son",false
16,1927,1928,1,"DIRECTING (Dramatic Picture)","King Vidor","The Crowd",false
17,1927,1928,1,"ENGINEERING EFFECTS","Ralph Hammeras",NULL,false
18,1927,1928,1,"ENGINEERING EFFECTS","Roy Pomeroy",Wings,true
19,1927,1928,1,"ENGINEERING EFFECTS","Nugent Slaughter",NULL,false
20,1927,1928,1,"OUTSTANDING PICTURE","The Caddo Company","The Racket",false
21,1927,1928,1,"OUTSTANDING PICTURE",Fox,"7th Heaven",false
22,1927,1928,1,"OUTSTANDING PICTURE","Paramount Famous Lasky",Wings,true
23,1927,1928,1,"UNIQUE AND ARTISTIC PICTURE",Fox,Sunrise,true
24,1927,1928,1,"UNIQUE AND ARTISTIC PICTURE",Metro-Goldwyn-Mayer,"The Crowd",false
25,1927,1928,1,"UNIQUE AND ARTISTIC PICTURE","Paramount Famous Lasky",Chang,false
26,1927,1928,1,"WRITING (Adaptation)","Alfred Cohn","The Jazz Singer",false
27,1927,1928,1,"WRITING (Adaptation)","Anthony Coldeway","Glorious Betsy",false
28,1927,1928,1,"WRITING (Adaptation)","Benjamin Glazer","7th Heaven",true
29,1927,1928,1,"WRITING (Original Story)","Lajos Biro","The Last Command",false
30,1927,1928,1,"WRITING (Original Story)","Ben Hecht",Underworld,true
31,1927,1928,1,"WRITING (Title Writing)","Gerald Duffy","The Private Life of Helen of Troy",false
32,1927,1928,1,"WRITING (Title Writing)","Joseph Farnham",NULL,true
33,1927,1928,1,"WRITING (Title Writing)","George Marion, Jr.",NULL,false
34,1927,1928,1,"SPECIAL AWARD","Warner Bros.",NULL,true
35,1927,1928,1,"SPECIAL AWARD","Charles Chaplin",NULL,true
36,1928,1929,2,ACTOR,"George Bancroft",Thunderbolt,false
37,1928,1929,2,ACTOR,"Warner Baxter","In Old Arizona",true
38,1928,1929,2,ACTOR,"Chester Morris",Alibi,false
39,1928,1929,2,ACTOR,"Paul Muni","The Valiant",false
40,1928,1929,2,ACTOR,"Lewis Stone","The Patriot",false
41,1928,1929,2,ACTRESS,"Ruth Chatterton","Madame X",false
42,1928,1929,2,ACTRESS,"Betty Compson","The Barker",false
43,1928,1929,2,ACTRESS,"Jeanne Eagels","The Letter",false
44,1928,1929,2,ACTRESS,"Corinne Griffith","The Divine Lady",false
45,1928,1929,2,ACTRESS,"Bessie Love","The Broadway Melody",false
46,1928,1929,2,ACTRESS,"Mary Pickford",Coquette,true
47,1928,1929,2,"ART DIRECTION","Hans Dreier","The Patriot",false
48,1928,1929,2,"ART DIRECTION","Cedric Gibbons","The Bridge of San Luis Rey",true
49,1928,1929,2,"ART DIRECTION","Mitchell Leisen",Dynamite,false
50,1928,1929,2,"ART DIRECTION","William Cameron Menzies",Alibi;,false
51,1928,1929,2,"ART DIRECTION","Harry Oliver","Street Angel",false
52,1928,1929,2,CINEMATOGRAPHY,"George Barnes","Our Dancing Daughters",false
53,1928,1929,2,CINEMATOGRAPHY,"Clyde De Vinna","White Shadows in the South Seas",true
54,1928,1929,2,CINEMATOGRAPHY,"Arthur Edeson","In Old Arizona",false
55,1928,1929,2,CINEMATOGRAPHY,"Ernest Palmer","Four Devils;",false
56,1928,1929,2,CINEMATOGRAPHY,"John Seitz","The Divine Lady",false
57,1928,1929,2,DIRECTING,"Lionel Barrymore","Madame X",false
58,1928,1929,2,DIRECTING,"Harry Beaumont","The Broadway Melody",false
59,1928,1929,2,DIRECTING,"Irving Cummings","In Old Arizona",false
60,1928,1929,2,DIRECTING,"Frank Lloyd","The Divine Lady",true
61,1928,1929,2,DIRECTING,"Frank Lloyd",Drag;,false
62,1928,1929,2,DIRECTING,"Ernst Lubitsch","The Patriot",false
63,1928,1929,2,"OUTSTANDING PICTURE","Feature Productions",Alibi,false
64,1928,1929,2,"OUTSTANDING PICTURE",Fox,"In Old Arizona",false
65,1928,1929,2,"OUTSTANDING PICTURE",Metro-Goldwyn-Mayer,"The Broadway Melody",true
66,1928,1929,2,"OUTSTANDING PICTURE",Metro-Goldwyn-Mayer,"Hollywood Revue",false
67,1928,1929,2,"OUTSTANDING PICTURE","Paramount Famous Lasky","The Patriot",false
68,1928,1929,2,WRITING,"Tom Barry","In Old Arizona;",false
69,1928,1929,2,WRITING,"Elliott Clawson","The Cop;",false
70,1928,1929,2,WRITING,"Hans Kraly","The Last of Mrs. Cheyney",false
71,1928,1929,2,WRITING,"Hans Kraly","The Patriot",true
72,1928,1929,2,WRITING,"Josephine Lovett","Our Dancing Daughters",false
73,1928,1929,2,WRITING,"Bess Meredyth","A Woman of Affairs;",false
74,1929,1930,3,ACTOR,"George Arliss",Disraeli,true
75,1929,1930,3,ACTOR,"George Arliss","The Green Goddess",false
76,1929,1930,3,ACTOR,"Wallace Beery","The Big House",false
77,1929,1930,3,ACTOR,"Maurice Chevalier","The Big Pond",false
78,1929,1930,3,ACTOR,"Ronald Colman","Bulldog Drummond",false
79,1929,1930,3,ACTOR,"Lawrence Tibbett","The Rogue Song",false
80,1929,1930,3,ACTRESS,"Nancy Carroll","The Devil's Holiday",false
81,1929,1930,3,ACTRESS,"Ruth Chatterton","Sarah and Son",false
82,1929,1930,3,ACTRESS,"Greta Garbo","Anna Christie",false
83,1929,1930,3,ACTRESS,"Norma Shearer","The Divorcee",true
84,1929,1930,3,ACTRESS,"Norma Shearer","Their Own Desire",false
85,1929,1930,3,ACTRESS,"Gloria Swanson","The Trespasser",false
86,1929,1930,3,"ART DIRECTION","(William Cameron Menzies)","Bulldog Drummond",false
87,1929,1930,3,"ART DIRECTION","Herman Rosse","King of Jazz",true
88,1929,1930,3,"ART DIRECTION","(Hans Dreier)","The Love Parade",false
89,1929,1930,3,"ART DIRECTION","(Jack Okey)",Sally,false
90,1929,1930,3,"ART DIRECTION","(Hans Dreier)","The Vagabond King",false
91,1929,1930,3,CINEMATOGRAPHY,"(Arthur Edeson)","All Quiet on the Western Front",false
92,1929,1930,3,CINEMATOGRAPHY,"(William Daniels)","Anna Christie",false
93,1929,1930,3,CINEMATOGRAPHY,"(Gaetano Gaudio), (Harry Perry)","Hell's Angels",false
94,1929,1930,3,CINEMATOGRAPHY,"(Victor Milner)","The Love Parade",false
95,1929,1930,3,CINEMATOGRAPHY,"Joseph T. Rucker, Willard Van Der Veer","With Byrd at the South Pole",true
96,1929,1930,3,DIRECTING,"Clarence Brown","Anna Christie;",false
97,1929,1930,3,DIRECTING,"Robert Leonard","The Divorcee",false
98,1929,1930,3,DIRECTING,"Ernst Lubitsch","The Love Parade",false
99,1929,1930,3,DIRECTING,"Lewis Milestone","All Quiet on the Western Front",true
100,1929,1930,3,DIRECTING,"King Vidor",Hallelujah,false
101,1929,1930,3,"OUTSTANDING PRODUCTION",Universal,"All Quiet on the Western Front",true
102,1929,1930,3,"OUTSTANDING PRODUCTION",Cosmopolitan,"The Big House",false
103,1929,1930,3,"OUTSTANDING PRODUCTION","Warner Bros.",Disraeli,false
104,1929,1930,3,"OUTSTANDING PRODUCTION",Metro-Goldwyn-Mayer,"The Divorcee",false
105,1929,1930,3,"OUTSTANDING PRODUCTION","Paramount Famous Lasky","The Love Parade",false
106,1929,1930,3,"SOUND RECORDING","Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director","The Big House",true
107,1929,1930,3,"SOUND RECORDING","(RKO Radio Studio Sound Department, John Tribby, Sound Director)","The Case of Sergeant Grischa",false
108,1929,1930,3,"SOUND RECORDING","(Paramount Famous Lasky Studio Sound Department, Franklin Hansen, Sound Director)","The Love Parade",false
109,1929,1930,3,"SOUND RECORDING","(United Artists Studio Sound Department, Oscar Lagerstrom, Sound Director)",Raffles,false
110,1929,1930,3,"SOUND RECORDING","(First National Studio Sound Department, George Groves, Sound Director)","Song of the Flame",false
111,1929,1930,3,WRITING,"(George Abbott), (Maxwell Anderson), (Del Andrews)","All Quiet on the Western Front",false
112,1929,1930,3,WRITING,"Frances Marion","The Big House",true
113,1929,1930,3,WRITING,"(Julian Josephson)",Disraeli,false
114,1929,1930,3,WRITING,"(John Meehan)","The Divorcee",false
115,1929,1930,3,WRITING,"(Howard Estabrook)","Street of Chance",false
116,1930,1931,4,ACTOR,"Lionel Barrymore","A Free Soul",true
117,1930,1931,4,ACTOR,"Jackie Cooper",Skippy,false
118,1930,1931,4,ACTOR,"Richard Dix",Cimarron,false
119,1930,1931,4,ACTOR,"Fredric March","The Royal Family of Broadway",false
120,1930,1931,4,ACTOR,"Adolphe Menjou","The Front Page",false
121,1930,1931,4,ACTRESS,"Marlene Dietrich",Morocco,false
122,1930,1931,4,ACTRESS,"Marie Dressler","Min and Bill",true
123,1930,1931,4,ACTRESS,"Irene Dunne",Cimarron,false
124,1930,1931,4,ACTRESS,"Ann Harding",Holiday,false
125,1930,1931,4,ACTRESS,"Norma Shearer","A Free Soul",false
126,1930,1931,4,"ART DIRECTION","Max Rée",Cimarron,true
127,1930,1931,4,"ART DIRECTION","Stephen Goosson, Ralph Hammeras","Just Imagine",false
128,1930,1931,4,"ART DIRECTION","Hans Dreier",Morocco,false
129,1930,1931,4,"ART DIRECTION","Anton Grot",Svengali,false
130,1930,1931,4,"ART DIRECTION","Richard Day",Whoopee!,false
131,1930,1931,4,CINEMATOGRAPHY,"Edward Cronjager",Cimarron,false
132,1930,1931,4,CINEMATOGRAPHY,"Lee Garmes",Morocco,false
133,1930,1931,4,CINEMATOGRAPHY,"Charles Lang","The Right to Love",false
134,1930,1931,4,CINEMATOGRAPHY,"Barney "Chick" McGill",Svengali,false
135,1930,1931,4,CINEMATOGRAPHY,"Floyd Crosby",Tabu,true
136,1930,1931,4,DIRECTING,"Wesley Ruggles",Cimarron,false
137,1930,1931,4,DIRECTING,"Clarence Brown","A Free Soul",false
138,1930,1931,4,DIRECTING,"Lewis Milestone","The Front Page",false
139,1930,1931,4,DIRECTING,"Josef Von Sternberg",Morocco,false
140,1930,1931,4,DIRECTING,"Norman Taurog",Skippy,true
141,1930,1931,4,"OUTSTANDING PRODUCTION","RKO Radio",Cimarron,true
142,1930,1931,4,"OUTSTANDING PRODUCTION",Fox,"East Lynne",false
143,1930,1931,4,"OUTSTANDING PRODUCTION","The Caddo Company","The Front Page",false
144,1930,1931,4,"OUTSTANDING PRODUCTION","Paramount Publix",Skippy,false
145,1930,1931,4,"OUTSTANDING PRODUCTION",Metro-Goldwyn-Mayer,"Trader Horn",false
146,1930,1931,4,"SOUND RECORDING","Samuel Goldwyn - United Artists Studio Sound Department",NULL,false
147,1930,1931,4,"SOUND RECORDING","Metro-Goldwyn-Mayer Studio Sound Department",NULL,false
148,1930,1931,4,"SOUND RECORDING","Paramount Publix Studio Sound Department",NULL,true
149,1930,1931,4,"SOUND RECORDING","RKO Radio Studio Sound Department",NULL,false
150,1930,1931,4,"WRITING (Adaptation)","Howard Estabrook",Cimarron,true
151,1930,1931,4,"WRITING (Adaptation)","Seton I. Miller, Fred Niblo, Jr.","The Criminal Code",false
152,1930,1931,4,"WRITING (Adaptation)","Horace Jackson",Holiday,false
153,1930,1931,4,"WRITING (Adaptation)","Francis Faragoh, Robert N. Lee","Little Caesar",false
154,1930,1931,4,"WRITING (Adaptation)","Joseph L. Mankiewicz, Sam Mintz",Skippy,false
155,1930,1931,4,"WRITING (Original Story)","John Monk Saunders","The Dawn Patrol",true
156,1930,1931,4,"WRITING (Original Story)","Rowland Brown","The Doorway to Hell",false
157,1930,1931,4,"WRITING (Original Story)","Harry d'Abbadie d'Arrast, Douglas Doty, Donald Ogden Stewart",Laughter,false
158,1930,1931,4,"WRITING (Original Story)","John Bright, Kubec Glasmon","The Public Enemy",false
159,1930,1931,4,"WRITING (Original Story)","Lucien Hubbard, Joseph Jackson","Smart Money",false
160,1931,1932,5,ACTOR,"Wallace Beery","The Champ",true
161,1931,1932,5,ACTOR,"Alfred Lunt","The Guardsman",false
162,1931,1932,5,ACTOR,"Fredric March","Dr. Jekyll and Mr. Hyde",true
163,1931,1932,5,ACTRESS,"Marie Dressler",Emma,false
164,1931,1932,5,ACTRESS,"Lynn Fontanne","The Guardsman",false
165,1931,1932,5,ACTRESS,"Helen Hayes","The Sin of Madelon Claudet",true
166,1931,1932,5,"ART DIRECTION","Lazare Meerson","À Nous la Liberté",false
167,1931,1932,5,"ART DIRECTION","Richard Day",Arrowsmith,false
168,1931,1932,5,"ART DIRECTION","Gordon Wiles",Transatlantic,true
169,1931,1932,5,CINEMATOGRAPHY,"Ray June",Arrowsmith,false
170,1931,1932,5,CINEMATOGRAPHY,"Karl Struss","Dr. Jekyll and Mr. Hyde",false
171,1931,1932,5,CINEMATOGRAPHY,"Lee Garmes","Shanghai Express",true
172,1931,1932,5,DIRECTING,"Frank Borzage","Bad Girl",true
173,1931,1932,5,DIRECTING,"King Vidor","The Champ",false
174,1931,1932,5,DIRECTING,"Josef Von Sternberg","Shanghai Express",false
175,1931,1932,5,"OUTSTANDING PRODUCTION","Samuel Goldwyn Productions",Arrowsmith,false
176,1931,1932,5,"OUTSTANDING PRODUCTION",Fox,"Bad Girl",false
177,1931,1932,5,"OUTSTANDING PRODUCTION",Metro-Goldwyn-Mayer,"The Champ",false
178,1931,1932,5,"OUTSTANDING PRODUCTION","First National","Five Star Final",false
179,1931,1932,5,"OUTSTANDING PRODUCTION",Metro-Goldwyn-Mayer,"Grand Hotel",true
180,1931,1932,5,"OUTSTANDING PRODUCTION","Paramount Publix","One Hour with You",false
181,1931,1932,5,"OUTSTANDING PRODUCTION","Paramount Publix","Shanghai Express",false
182,1931,1932,5,"OUTSTANDING PRODUCTION","Paramount Publix","The Smiling Lieutenant",false
183,1931,1932,5,"SHORT SUBJECT (Cartoon)","Walt Disney, Producer","Flowers and Trees",true
184,1931,1932,5,"SHORT SUBJECT (Cartoon)","Leon Schlesinger, Producer","It's Got Me Again",false
185,1931,1932,5,"SHORT SUBJECT (Cartoon)","Walt Disney, Producer","Mickey's Orphans",false
186,1931,1932,5,"SHORT SUBJECT (Comedy)","Mack Sennett, Producer","The Loud Mouth",false
187,1931,1932,5,"SHORT SUBJECT (Comedy)","Hal Roach, Producer","The Music Box",true
188,1931,1932,5,"SHORT SUBJECT (Comedy)","RKO Radio",Scratch-As-Catch-Can,false
189,1931,1932,5,"SHORT SUBJECT (Comedy)","RKO Radio","Stout Hearts and Willing Hands",false
190,1931,1932,5,"SHORT SUBJECT (Novelty)","Paramount Publix","Screen Souvenirs",false
191,1931,1932,5,"SHORT SUBJECT (Novelty)",Metro-Goldwyn-Mayer,"Swing High",false
192,1931,1932,5,"SHORT SUBJECT (Novelty)","Mack Sennett, Producer","Wrestling Swordfish",true
193,1931,1932,5,"SOUND RECORDING","Metro-Goldwyn-Mayer Studio Sound Department",NULL,false
194,1931,1932,5,"SOUND RECORDING","Paramount Publix Studio Sound Department",NULL,true
195,1931,1932,5,"SOUND RECORDING","RKO Radio Studio Sound Department",NULL,false
196,1931,1932,5,"SOUND RECORDING","Warner Bros.-First National Studio Sound Department",NULL,false
197,1931,1932,5,"WRITING (Adaptation)","Sidney Howard",Arrowsmith,false
198,1931,1932,5,"WRITING (Adaptation)","Edwin Burke","Bad Girl",true
199,1931,1932,5,"WRITING (Adaptation)","Percy Heath, Samuel Hoffenstein","Dr. Jekyll and Mr. Hyde",false
200,1931,1932,5,"WRITING (Original Story)","Frances Marion","The Champ",true
201,1931,1932,5,"WRITING (Original Story)","Grover Jones, William Slavens McNutt","Lady and Gent",false
202,1931,1932,5,"WRITING (Original Story)","Lucien Hubbard","The Star Witness",false
203,1931,1932,5,"WRITING (Original Story)","Adela Rogers St. Johns, Jane Murfin","What Price Hollywood?",false
204,1931,1932,5,"SPECIAL AWARD","Walt Disney for the creation of "Mickey Mouse."",NULL,true
205,1932,1933,6,ACTOR,"Leslie Howard","Berkeley Square",false
206,1932,1933,6,ACTOR,"Charles Laughton","The Private Life of Henry VIII",true
207,1932,1933,6,ACTOR,"Paul Muni","I Am a Fugitive from a Chain Gang",false
208,1932,1933,6,ACTRESS,"Katharine Hepburn","Morning Glory",true
209,1932,1933,6,ACTRESS,"May Robson","Lady for a Day",false
210,1932,1933,6,ACTRESS,"Diana Wynyard",Cavalcade,false
211,1932,1933,6,"ART DIRECTION","William S. Darling",Cavalcade,true
212,1932,1933,6,"ART DIRECTION","Hans Dreier, Roland Anderson","A Farewell to Arms",false
213,1932,1933,6,"ART DIRECTION","Cedric Gibbons","When Ladies Meet",false
214,1932,1933,6,"ASSISTANT DIRECTOR","Percy Ikerd (Fox)",NULL,false
215,1932,1933,6,"ASSISTANT DIRECTOR","William Tummel (Fox)",NULL,true
216,1932,1933,6,"ASSISTANT DIRECTOR","Charles Dorian (Metro-Goldwyn-Mayer)",NULL,true
217,1932,1933,6,"ASSISTANT DIRECTOR","Bunny Dull (Metro-Goldwyn-Mayer)",NULL,false
218,1932,1933,6,"ASSISTANT DIRECTOR","John S. Waters (Metro-Goldwyn-Mayer)",NULL,false
219,1932,1933,6,"ASSISTANT DIRECTOR","Charles Barton (Paramount)",NULL,true
220,1932,1933,6,"ASSISTANT DIRECTOR","Sidney S. Brod (Paramount)",NULL,false
221,1932,1933,6,"ASSISTANT DIRECTOR","Arthur Jacobson (Paramount)",NULL,false
222,1932,1933,6,"ASSISTANT DIRECTOR","Eddie Killey (RKO Radio)",NULL,false
223,1932,1933,6,"ASSISTANT DIRECTOR","Dewey Starkey (RKO Radio)",NULL,true
224,1932,1933,6,"ASSISTANT DIRECTOR","Fred Fox (United Artists)",NULL,true
225,1932,1933,6,"ASSISTANT DIRECTOR","Benjamin Silvey (United Artists)",NULL,false
226,1932,1933,6,"ASSISTANT DIRECTOR","Scott Beal (Universal)",NULL,true
227,1932,1933,6,"ASSISTANT DIRECTOR","Joe McDonough (Universal)",NULL,false
228,1932,1933,6,"ASSISTANT DIRECTOR","W. J. Reiter (Universal)",NULL,false
229,1932,1933,6,"ASSISTANT DIRECTOR","Al Alborn (Warner Bros.)",NULL,false
230,1932,1933,6,"ASSISTANT DIRECTOR","Gordon Hollingshead (Warner Bros.)",NULL,true
231,1932,1933,6,"ASSISTANT DIRECTOR","Frank X. Shaw (Warner Bros.)",NULL,false
232,1932,1933,6,CINEMATOGRAPHY,"Charles Bryant Lang, Jr.","A Farewell to Arms",true
233,1932,1933,6,CINEMATOGRAPHY,"George J. Folsey","Reunion in Vienna",false
234,1932,1933,6,CINEMATOGRAPHY,"Karl Struss","The Sign of the Cross",false
235,1932,1933,6,DIRECTING,"Frank Lloyd",Cavalcade,true
236,1932,1933,6,DIRECTING,"Frank Capra","Lady for a Day",false
237,1932,1933,6,DIRECTING,"George Cukor","Little Women",false
238,1932,1933,6,"OUTSTANDING PRODUCTION",Fox,Cavalcade,true
239,1932,1933,6,"OUTSTANDING PRODUCTION",Paramount,"A Farewell to Arms",false
240,1932,1933,6,"OUTSTANDING PRODUCTION","Warner Bros.","42nd Street",false
241,1932,1933,6,"OUTSTANDING PRODUCTION","Warner Bros.","I Am a Fugitive from a Chain Gang",false
242,1932,1933,6,"OUTSTANDING PRODUCTION",Columbia,"Lady for a Day",false
243,1932,1933,6,"OUTSTANDING PRODUCTION","RKO Radio","Little Women",false
244,1932,1933,6,"OUTSTANDING PRODUCTION","London Films","The Private Life of Henry VIII",false
245,1932,1933,6,"OUTSTANDING PRODUCTION",Paramount,"She Done Him Wrong",false
246,1932,1933,6,"OUTSTANDING PRODUCTION",Metro-Goldwyn-Mayer,"Smilin' Through",false
247,1932,1933,6,"OUTSTANDING PRODUCTION",Fox,"State Fair",false
248,1932,1933,6,"SHORT SUBJECT (Cartoon)","Walt Disney, Producer","Building a Building",false
249,1932,1933,6,"SHORT SUBJECT (Cartoon)","Walter Lantz, Producer","The Merry Old Soul",false
250,1932,1933,6,"SHORT SUBJECT (Cartoon)","Walt Disney, Producer","The Three Little Pigs",true
251,1932,1933,6,"SHORT SUBJECT (Comedy)","Warren Doane, Producer","Mister Mugg",false
252,1932,1933,6,"SHORT SUBJECT (Comedy)","Louis Brock, Producer","A Preferred List",false
253,1932,1933,6,"SHORT SUBJECT (Comedy)","Louis Brock, Producer","So This Is Harris",true
254,1932,1933,6,"SHORT SUBJECT (Novelty)","Joe Rock, Producer",Krakatoa,true
255,1932,1933,6,"SHORT SUBJECT (Novelty)","Pete Smith, Producer",Menu,false
256,1932,1933,6,"SHORT SUBJECT (Novelty)",Educational,"The Sea",false
257,1932,1933,6,"SOUND RECORDING","Paramount Studio Sound Department, Franklin B. Hansen, Sound Director","A Farewell to Arms",true
258,1932,1933,6,"SOUND RECORDING","Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director","42nd Street",false
259,1932,1933,6,"SOUND RECORDING","Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director","Gold Diggers of 1933",false
260,1932,1933,6,"SOUND RECORDING","Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director","I Am a Fugitive from a Chain Gang",false
261,1932,1933,6,"WRITING (Adaptation)","Robert Riskin","Lady for a Day",false
262,1932,1933,6,"WRITING (Adaptation)","Victor Heerman, Sarah Y. Mason","Little Women",true
263,1932,1933,6,"WRITING (Adaptation)","Paul Green, Sonya Levien","State Fair",false
264,1932,1933,6,"WRITING (Original Story)","Robert Lord","One Way Passage",true
265,1932,1933,6,"WRITING (Original Story)","Frances Marion","The Prizefighter and the Lady",false
266,1932,1933,6,"WRITING (Original Story)","Charles MacArthur","Rasputin and the Empress",false
267,1934,1935,7,ACTOR,"Clark Gable","It Happened One Night",true
268,1934,1935,7,ACTOR,"Frank Morgan","The Affairs of Cellini",false
269,1934,1935,7,ACTOR,"William Powell","The Thin Man",false
270,1934,1935,7,ACTRESS,"Claudette Colbert","It Happened One Night",true
271,1934,1935,7,ACTRESS,"Bette Davis","Of Human Bondage",false
272,1934,1935,7,ACTRESS,"Grace Moore","One Night of Love",false
273,1934,1935,7,ACTRESS,"Norma Shearer","The Barretts of Wimpole Street",false
274,1934,1935,7,"ART DIRECTION","Richard Day","The Affairs of Cellini",false
275,1934,1935,7,"ART DIRECTION","Van Nest Polglase, Carroll Clark","The Gay Divorcee",false
276,1934,1935,7,"ART DIRECTION","Cedric Gibbons, Fredric Hope","The Merry Widow",true
277,1934,1935,7,"ASSISTANT DIRECTOR","Cullen Tate",Cleopatra,false
278,1934,1935,7,"ASSISTANT DIRECTOR","Scott Beal","Imitation of Life",false
279,1934,1935,7,"ASSISTANT DIRECTOR","John Waters","Viva Villa!",true
280,1934,1935,7,CINEMATOGRAPHY,"Charles Rosher","The Affairs of Cellini",false
281,1934,1935,7,CINEMATOGRAPHY,"Victor Milner",Cleopatra,true
282,1934,1935,7,CINEMATOGRAPHY,"George Folsey","Operator 13",false
283,1934,1935,7,DIRECTING,"Frank Capra","It Happened One Night",true
284,1934,1935,7,DIRECTING,"Victor Schertzinger","One Night of Love",false
285,1934,1935,7,DIRECTING,"W. S. Van Dyke","The Thin Man",false
286,1934,1935,7,"FILM EDITING","Anne Bauchens",Cleopatra,false
287,1934,1935,7,"FILM EDITING","Conrad Nervig",Eskimo,true
288,1934,1935,7,"FILM EDITING","Gene Milford","One Night of Love",false
289,1934,1935,7,"MUSIC (Scoring)","RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Kenneth Webb and Samuel Hoffenstein)","The Gay Divorcee",false
290,1934,1935,7,"MUSIC (Scoring)","RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)","The Lost Patrol",false
291,1934,1935,7,"MUSIC (Scoring)","Columbia Studio Music Department, Louis Silvers, head of department  (Thematic Music by Victor Schertzinger and Gus Kahn)","One Night of Love",true
292,1934,1935,7,"MUSIC (Song)","Music by Vincent Youmans; Lyrics by Edward Eliscu and Gus Kahn","Flying Down to Rio",false
293,1934,1935,7,"MUSIC (Song)","Music by Con Conrad; Lyrics by Herb Magidson","The Gay Divorcee",true
294,1934,1935,7,"MUSIC (Song)","Music by Ralph Rainger; Lyrics by Leo Robin","She Loves Me Not",false
295,1934,1935,7,"OUTSTANDING PRODUCTION",Metro-Goldwyn-Mayer,"The Barretts of Wimpole Street",false
296,1934,1935,7,"OUTSTANDING PRODUCTION",Paramount,Cleopatra,false
297,1934,1935,7,"OUTSTANDING PRODUCTION","First National","Flirtation Walk",false
298,1934,1935,7,"OUTSTANDING PRODUCTION","RKO Radio","The Gay Divorcee",false
299,1934,1935,7,"OUTSTANDING PRODUCTION","Warner Bros.","Here Comes the Navy",false
300,1934,1935,7,"OUTSTANDING PRODUCTION","20th Century","The House of Rothschild",false
301,1934,1935,7,"OUTSTANDING PRODUCTION",Universal,"Imitation of Life",false
302,1934,1935,7,"OUTSTANDING PRODUCTION",Columbia,"It Happened One Night",true
303,1934,1935,7,"OUTSTANDING PRODUCTION",Columbia,"One Night of Love",false
304,1934,1935,7,"OUTSTANDING PRODUCTION",Metro-Goldwyn-Mayer,"The Thin Man",false
305,1934,1935,7,"OUTSTANDING PRODUCTION",Metro-Goldwyn-Mayer,"Viva Villa!",false
306,1934,1935,7,"OUTSTANDING PRODUCTION","Jesse L. Lasky (production company)","The White Parade",false
307,1934,1935,7,"SHORT SUBJECT (Cartoon)","Charles Mintz, Producer","Holiday Land",false
308,1934,1935,7,"SHORT SUBJECT (Cartoon)","Walter Lantz, Producer","Jolly Little Elves",false
309,1934,1935,7,"SHORT SUBJECT (Cartoon)","Walt Disney, Producer","The Tortoise and the Hare",true
310,1934,1935,7,"SHORT SUBJECT (Comedy)","Kenneth Macgowan, Producer","La Cucaracha",true
311,1934,1935,7,"SHORT SUBJECT (Comedy)","Jules White, Producer","Men in Black",false
312,1934,1935,7,"SHORT SUBJECT (Comedy)","Warner Bros.","What, No Men!",false
313,1934,1935,7,"SHORT SUBJECT (Novelty)","Skibo Productions","Bosom Friends",false
314,1934,1935,7,"SHORT SUBJECT (Novelty)","Stacy Woodard and Horace Woodard, Producers","City of Wax",true
315,1934,1935,7,"SHORT SUBJECT (Novelty)","Pete Smith, Producer","Strikes and Spares",false
316,1934,1935,7,"SOUND RECORDING","United Artists Studio Sound Department, Thomas T. Moulton, Sound Director","The Affairs of Cellini",false
317,1934,1935,7,"SOUND RECORDING","Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",Cleopatra,false
318,1934,1935,7,"SOUND RECORDING","Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director","Flirtation Walk",false
319,1934,1935,7,"SOUND RECORDING","RKO Radio Studio Sound Department, Carl Dreher, Sound Director","The Gay Divorcee",false
