id_registro,ano_filmagem,ano_cerimonia,cerimonia,categoria,nome_do_indicado,nome_do_filme,vencedor
6439,1985,1986,58,"BEST PICTURE","Edward S. Feldman, Producer",Witness,false
6440,1985,1986,58,"SHORT FILM (Animated)","Cilia Van Dijk, Producer","Anna & Bella",true
6441,1985,1986,58,"SHORT FILM (Animated)","Richard Condie and Michael Scott, Producers","The Big Snit",false
6442,1985,1986,58,"SHORT FILM (Animated)","Alison Snowden, Producer","Second Class Mail",false
6443,1985,1986,58,"SHORT FILM (Live Action)","Dianna Costello, Producer",Graffiti,false
6444,1985,1986,58,"SHORT FILM (Live Action)","Jeff Brown and Chris Pelzer, Producers","Molly's Pilgrim",true
6445,1985,1986,58,"SHORT FILM (Live Action)","Bob Rogers, Producer","Rainbow War",false
6446,1985,1986,58,SOUND,"Bill Varney, B. Tennyson Sebastian II, Robert Thirlwell, William B. Kaplan","Back to the Future",false
6447,1985,1986,58,SOUND,"Donald O. Mitchell, Michael Minkler, Gerry Humphreys, Chris Newman","A Chorus Line",false
6448,1985,1986,58,SOUND,"Les Fresholtz, Dick Alexander, Vern Poore, Bud Alper",Ladyhawke,false
6449,1985,1986,58,SOUND,"Chris Jenkins, Gary Alexander, Larry Stensvold, Peter Handford","Out of Africa",true
6450,1985,1986,58,SOUND,"Donald O. Mitchell, Rick Kline, Kevin O'Connell, David Ronne",Silverado,false
6451,1985,1986,58,"SOUND EFFECTS EDITING","Charles L. Campbell, Robert Rutledge","Back to the Future",true
6452,1985,1986,58,"SOUND EFFECTS EDITING","Bob Henderson, Alan Murray",Ladyhawke,false
6453,1985,1986,58,"SOUND EFFECTS EDITING","Frederick J. Brown","Rambo: First Blood Part II",false
6454,1985,1986,58,"VISUAL EFFECTS","Ken Ralston, Ralph McQuarrie, Scott Farrar, David Berry",Cocoon,true
6455,1985,1986,58,"VISUAL EFFECTS","Will Vinton, Ian Wingrove, Zoran Perisic, Michael Lloyd","Return to Oz",false
6456,1985,1986,58,"VISUAL EFFECTS","Dennis Muren, Kit West, John Ellis, David Allen","Young Sherlock Holmes",false
6457,1985,1986,58,"WRITING (Screenplay Based on Material from Another Medium)","Menno Meyjes","The Color Purple",false
6458,1985,1986,58,"WRITING (Screenplay Based on Material from Another Medium)","Leonard Schrader","Kiss of the Spider Woman",false
6459,1985,1986,58,"WRITING (Screenplay Based on Material from Another Medium)","Kurt Luedtke","Out of Africa",true
6460,1985,1986,58,"WRITING (Screenplay Based on Material from Another Medium)","Richard Condon, Janet Roach","Prizzi's Honor",false
6461,1985,1986,58,"WRITING (Screenplay Based on Material from Another Medium)","Horton Foote","The Trip to Bountiful",false
6462,1985,1986,58,"WRITING (Screenplay Written Directly for the Screen)","Robert Zemeckis, Bob Gale","Back to the Future",false
6463,1985,1986,58,"WRITING (Screenplay Written Directly for the Screen)","Terry Gilliam, Tom Stoppard, Charles McKeown",Brazil,false
6464,1985,1986,58,"WRITING (Screenplay Written Directly for the Screen)","Luis Puenzo, Aida Bortnik","The Official Story",false
6465,1985,1986,58,"WRITING (Screenplay Written Directly for the Screen)","Woody Allen","The Purple Rose of Cairo",false
6466,1985,1986,58,"WRITING (Screenplay Written Directly for the Screen)","Screenplay by Earl W. Wallace, William Kelley;  Story by William Kelley, Pamela Wallace, Earl W. Wallace",Witness,true
6467,1985,1986,58,"JEAN HERSHOLT HUMANITARIAN AWARD","Charles 'Buddy' Rogers",NULL,true
6468,1985,1986,58,"HONORARY AWARD","Paul Newman",NULL,true
6469,1985,1986,58,"HONORARY AWARD","Alex North",NULL,true
6470,1986,1987,59,"ACTOR IN A LEADING ROLE","Dexter Gordon","'Round Midnight",false
6471,1986,1987,59,"ACTOR IN A LEADING ROLE","Bob Hoskins","Mona Lisa",false
6472,1986,1987,59,"ACTOR IN A LEADING ROLE","William Hurt","Children of a Lesser God",false
6473,1986,1987,59,"ACTOR IN A LEADING ROLE","Paul Newman","The Color of Money",true
6474,1986,1987,59,"ACTOR IN A LEADING ROLE","James Woods",Salvador,false
6475,1986,1987,59,"ACTOR IN A SUPPORTING ROLE","Tom Berenger",Platoon,false
6476,1986,1987,59,"ACTOR IN A SUPPORTING ROLE","Michael Caine","Hannah and Her Sisters",true
6477,1986,1987,59,"ACTOR IN A SUPPORTING ROLE","Willem Dafoe",Platoon,false
6478,1986,1987,59,"ACTOR IN A SUPPORTING ROLE","Denholm Elliott","A Room with a View",false
6479,1986,1987,59,"ACTOR IN A SUPPORTING ROLE","Dennis Hopper",Hoosiers,false
6480,1986,1987,59,"ACTRESS IN A LEADING ROLE","Jane Fonda","The Morning After",false
6481,1986,1987,59,"ACTRESS IN A LEADING ROLE","Marlee Matlin","Children of a Lesser God",true
6482,1986,1987,59,"ACTRESS IN A LEADING ROLE","Sissy Spacek","Crimes of the Heart",false
6483,1986,1987,59,"ACTRESS IN A LEADING ROLE","Kathleen Turner","Peggy Sue Got Married",false
6484,1986,1987,59,"ACTRESS IN A LEADING ROLE","Sigourney Weaver",Aliens,false
6485,1986,1987,59,"ACTRESS IN A SUPPORTING ROLE","Tess Harper","Crimes of the Heart",false
6486,1986,1987,59,"ACTRESS IN A SUPPORTING ROLE","Piper Laurie","Children of a Lesser God",false
6487,1986,1987,59,"ACTRESS IN A SUPPORTING ROLE","Mary Elizabeth Mastrantonio","The Color of Money",false
6488,1986,1987,59,"ACTRESS IN A SUPPORTING ROLE","Maggie Smith","A Room with a View",false
6489,1986,1987,59,"ACTRESS IN A SUPPORTING ROLE","Dianne Wiest","Hannah and Her Sisters",true
6490,1986,1987,59,"ART DIRECTION","Art Direction:  Peter Lamont;  Set Decoration:  Crispian Sallis",Aliens,false
6491,1986,1987,59,"ART DIRECTION","Art Direction:  Boris Leven;  Set Decoration:  Karen A. O'Hara","The Color of Money",false
6492,1986,1987,59,"ART DIRECTION","Art Direction:  Stuart Wurtzel;  Set Decoration:  Carol Joffe","Hannah and Her Sisters",false
6493,1986,1987,59,"ART DIRECTION","Art Direction:  Stuart Craig;  Set Decoration:  Jack Stephens","The Mission",false
6494,1986,1987,59,"ART DIRECTION","Art Direction:  Gianni Quaranta, Brian Ackland-Snow;  Set Decoration:  Brian Savegar, Elio Altamura","A Room with a View",true
6495,1986,1987,59,CINEMATOGRAPHY,"Chris Menges","The Mission",true
6496,1986,1987,59,CINEMATOGRAPHY,"Jordan Cronenweth","Peggy Sue Got Married",false
6497,1986,1987,59,CINEMATOGRAPHY,"Robert Richardson",Platoon,false
6498,1986,1987,59,CINEMATOGRAPHY,"Tony Pierce-Roberts","A Room with a View",false
6499,1986,1987,59,CINEMATOGRAPHY,"Don Peterman","Star Trek IV: The Voyage Home",false
6500,1986,1987,59,"COSTUME DESIGN","Enrico Sabbatini","The Mission",false
6501,1986,1987,59,"COSTUME DESIGN","Anna Anni, Maurizio Millenotti",Otello,false
6502,1986,1987,59,"COSTUME DESIGN","Theadora Van Runkle","Peggy Sue Got Married",false
6503,1986,1987,59,"COSTUME DESIGN","Anthony Powell",Pirates,false
6504,1986,1987,59,"COSTUME DESIGN","Jenny Beavan, John Bright","A Room with a View",true
6505,1986,1987,59,DIRECTING,"David Lynch","Blue Velvet",false
6506,1986,1987,59,DIRECTING,"Woody Allen","Hannah and Her Sisters",false
6507,1986,1987,59,DIRECTING,"Roland Joffé","The Mission",false
6508,1986,1987,59,DIRECTING,"Oliver Stone",Platoon,true
6509,1986,1987,59,DIRECTING,"James Ivory","A Room with a View",false
6510,1986,1987,59,"DOCUMENTARY (Feature)","Brigitte Berman, Producer","Artie Shaw: Time Is All You've Got",true
6511,1986,1987,59,"DOCUMENTARY (Feature)","David Bradbury, Producer","Chile: Hasta Cuando?",false
6512,1986,1987,59,"DOCUMENTARY (Feature)","Joseph Feury and Milton Justice, Producers","Down and Out in America",true
6513,1986,1987,59,"DOCUMENTARY (Feature)","Kirk Simon and Amram Nowak, Producers","Isaac in America: A Journey with Isaac Bashevis Singer",false
6514,1986,1987,59,"DOCUMENTARY (Feature)","Sharon I. Sopher, Producer","Witness to Apartheid",false
6515,1986,1987,59,"DOCUMENTARY (Short Subject)","Alison Nigh-Strelich, Producer","Debonair Dancers",false
6516,1986,1987,59,"DOCUMENTARY (Short Subject)","Sonya Friedman, Producer","The Masters of Disaster",false
6517,1986,1987,59,"DOCUMENTARY (Short Subject)","Thomas L. Neff and Madeline Bell, Producers","Red Grooms: Sunflower in a Hothouse",false
6518,1986,1987,59,"DOCUMENTARY (Short Subject)","Aaron D. Weisblatt, Producer",Sam,false
6519,1986,1987,59,"DOCUMENTARY (Short Subject)","Vivienne Verdon-Roe, Producer","Women--for America, for the World",true
6520,1986,1987,59,"FILM EDITING","Ray Lovejoy",Aliens,false
6521,1986,1987,59,"FILM EDITING","Susan E. Morse","Hannah and Her Sisters",false
6522,1986,1987,59,"FILM EDITING","Jim Clark","The Mission",false
6523,1986,1987,59,"FILM EDITING","Claire Simpson",Platoon,true
6524,1986,1987,59,"FILM EDITING","Billy Weber, Chris Lebenzon","Top Gun",false
6525,1986,1987,59,"FOREIGN LANGUAGE FILM","The Netherlands","The Assault",true
6526,1986,1987,59,"FOREIGN LANGUAGE FILM",France,"Betty Blue",false
6527,1986,1987,59,"FOREIGN LANGUAGE FILM",Canada,"The Decline of the American Empire",false
6528,1986,1987,59,"FOREIGN LANGUAGE FILM",Czechoslovakia,"My Sweet Little Village",false
6529,1986,1987,59,"FOREIGN LANGUAGE FILM",Austria,'38',false
6530,1986,1987,59,MAKEUP,"Michael G. Westmore, Michèle Burke","The Clan of the Cave Bear",false
6531,1986,1987,59,MAKEUP,"Chris Walas, Stephan Dupuis","The Fly",true
6532,1986,1987,59,MAKEUP,"Rob Bottin, Peter Robb-King",Legend,false
6533,1986,1987,59,"MUSIC (Original Score)","James Horner",Aliens,false
6534,1986,1987,59,"MUSIC (Original Score)","Jerry Goldsmith",Hoosiers,false
6535,1986,1987,59,"MUSIC (Original Score)","Ennio Morricone","The Mission",false
6536,1986,1987,59,"MUSIC (Original Score)","Herbie Hancock","'Round Midnight",true
6537,1986,1987,59,"MUSIC (Original Score)","Leonard Rosenman","Star Trek IV: The Voyage Home",false
6538,1986,1987,59,"MUSIC (Original Song)","Music by Peter Cetera and David Foster; Lyric by Peter Cetera and Diane Nini","The Karate Kid Part II",false
6539,1986,1987,59,"MUSIC (Original Song)","Music by Henry Mancini; Lyric by Leslie Bricusse","That's Life",false
6540,1986,1987,59,"MUSIC (Original Song)","Music by Alan Menken; Lyric by Howard Ashman","Little Shop of Horrors",false
6541,1986,1987,59,"MUSIC (Original Song)","Music by James Horner and Barry Mann; Lyric by Cynthia Weil","An American Tail",false
6542,1986,1987,59,"MUSIC (Original Song)","Music by Giorgio Moroder; Lyric by Tom Whitlock","Top Gun",true
6543,1986,1987,59,"BEST PICTURE","Burt Sugarman and Patrick Palmer, Producers","Children of a Lesser God",false
6544,1986,1987,59,"BEST PICTURE","Robert Greenhut, Producer","Hannah and Her Sisters",false
6545,1986,1987,59,"BEST PICTURE","Fernando Ghia and David Puttnam, Producers","The Mission",false
6546,1986,1987,59,"BEST PICTURE","Arnold Kopelson, Producer",Platoon,true
6547,1986,1987,59,"BEST PICTURE","Ismail Merchant, Producer","A Room with a View",false
6548,1986,1987,59,"SHORT FILM (Animated)","Bob Stenhouse, Producer","The Frog, the Dog and the Devil",false
6549,1986,1987,59,"SHORT FILM (Animated)","Linda Van Tulden and Willem Thijssen, Producers","A Greek Tragedy",true
6550,1986,1987,59,"SHORT FILM (Animated)","John Lasseter and William Reeves, Producers","Luxo Jr.",false
6551,1986,1987,59,"SHORT FILM (Live Action)","Stefano Reali and Pino Quartullo, Producers",Exit,false
6552,1986,1987,59,"SHORT FILM (Live Action)","Fredda Weiss, Producer","Love Struck",false
6553,1986,1987,59,"SHORT FILM (Live Action)","Chuck Workman, Producer","Precious Images",true
6554,1986,1987,59,SOUND,"Graham V. Hartstone, Nicolas Le Messurier, Michael A. Carter, Roy Charman",Aliens,false
6555,1986,1987,59,SOUND,"Les Fresholtz, Dick Alexander, Vern Poore, William Nelson","Heartbreak Ridge",false
6556,1986,1987,59,SOUND,"John K. Wilkinson, Richard Rogers, Charles 'Bud' Grenzbach,  Simon Kaye",Platoon,true
6557,1986,1987,59,SOUND,"Terry Porter, Dave Hudson, Mel Metcalfe, Gene S. Cantamessa","Star Trek IV: The Voyage Home",false
6558,1986,1987,59,SOUND,"Donald O. Mitchell, Kevin O'Connell, Rick Kline, William B. Kaplan","Top Gun",false
6559,1986,1987,59,"SOUND EFFECTS EDITING","Don Sharpe",Aliens,true
6560,1986,1987,59,"SOUND EFFECTS EDITING","Mark Mangini","Star Trek IV: The Voyage Home",false
6561,1986,1987,59,"SOUND EFFECTS EDITING","Cecelia Hall, George Watters II","Top Gun",false
6562,1986,1987,59,"VISUAL EFFECTS","Robert Skotak, Stan Winston, John Richardson, Suzanne Benson",Aliens,true
6563,1986,1987,59,"VISUAL EFFECTS","Lyle Conway, Bran Ferren, Martin Gutteridge","Little Shop of Horrors",false
6564,1986,1987,59,"VISUAL EFFECTS","Richard Edlund, John Bruno, Garry Waller, William Neil","Poltergeist II: The Other Side",false
6565,1986,1987,59,"WRITING (Screenplay Based on Material from Another Medium)","Hesper Anderson, Mark Medoff","Children of a Lesser God",false
6566,1986,1987,59,"WRITING (Screenplay Based on Material from Another Medium)","Richard Price","The Color of Money",false
6567,1986,1987,59,"WRITING (Screenplay Based on Material from Another Medium)","Beth Henley","Crimes of the Heart",false
6568,1986,1987,59,"WRITING (Screenplay Based on Material from Another Medium)","Ruth Prawer Jhabvala","A Room with a View",true
6569,1986,1987,59,"WRITING (Screenplay Based on Material from Another Medium)","Raynold Gideon, Bruce A. Evans","Stand by Me",false
6570,1986,1987,59,"WRITING (Screenplay Written Directly for the Screen)","Screenplay by Paul Hogan, Ken Shadie, John Cornell;  Story by Paul Hogan","'Crocodile' Dundee",false
6571,1986,1987,59,"WRITING (Screenplay Written Directly for the Screen)","Woody Allen","Hannah and Her Sisters",true
6572,1986,1987,59,"WRITING (Screenplay Written Directly for the Screen)","Hanif Kureishi","My Beautiful Laundrette",false
6573,1986,1987,59,"WRITING (Screenplay Written Directly for the Screen)","Oliver Stone",Platoon,false
6574,1986,1987,59,"WRITING (Screenplay Written Directly for the Screen)","Oliver Stone, Richard Boyle",Salvador,false
6575,1986,1987,59,"HONORARY AWARD","Ralph Bellamy for his unique artistry and his distinguished service to the profession of acting.",NULL,true
6576,1986,1987,59,"IRVING G. THALBERG MEMORIAL AWARD","Steven Spielberg",NULL,true
6577,1987,1988,60,"ACTOR IN A LEADING ROLE","Michael Douglas","Wall Street",true
6578,1987,1988,60,"ACTOR IN A LEADING ROLE","William Hurt","Broadcast News",false
6579,1987,1988,60,"ACTOR IN A LEADING ROLE","Marcello Mastroianni","Dark Eyes",false
6580,1987,1988,60,"ACTOR IN A LEADING ROLE","Jack Nicholson",Ironweed,false
6581,1987,1988,60,"ACTOR IN A LEADING ROLE","Robin Williams","Good Morning, Vietnam",false
6582,1987,1988,60,"ACTOR IN A SUPPORTING ROLE","Albert Brooks","Broadcast News",false
6583,1987,1988,60,"ACTOR IN A SUPPORTING ROLE","Sean Connery","The Untouchables",true
6584,1987,1988,60,"ACTOR IN A SUPPORTING ROLE","Morgan Freeman","Street Smart",false
6585,1987,1988,60,"ACTOR IN A SUPPORTING ROLE","Vincent Gardenia",Moonstruck,false
6586,1987,1988,60,"ACTOR IN A SUPPORTING ROLE","Denzel Washington","Cry Freedom",false
6587,1987,1988,60,"ACTRESS IN A LEADING ROLE",Cher,Moonstruck,true
6588,1987,1988,60,"ACTRESS IN A LEADING ROLE","Glenn Close","Fatal Attraction",false
6589,1987,1988,60,"ACTRESS IN A LEADING ROLE","Holly Hunter","Broadcast News",false
6590,1987,1988,60,"ACTRESS IN A LEADING ROLE","Sally Kirkland",Anna,false
6591,1987,1988,60,"ACTRESS IN A LEADING ROLE","Meryl Streep",Ironweed,false
6592,1987,1988,60,"ACTRESS IN A SUPPORTING ROLE","Norma Aleandro","Gaby - A True Story",false
6593,1987,1988,60,"ACTRESS IN A SUPPORTING ROLE","Anne Archer","Fatal Attraction",false
6594,1987,1988,60,"ACTRESS IN A SUPPORTING ROLE","Olympia Dukakis",Moonstruck,true
6595,1987,1988,60,"ACTRESS IN A SUPPORTING ROLE","Anne Ramsey","Throw Momma from the Train",false
6596,1987,1988,60,"ACTRESS IN A SUPPORTING ROLE","Ann Sothern","The Whales of August",false
6597,1987,1988,60,"ART DIRECTION","Art Direction:  Norman Reynolds;  Set Decoration:  Harry Cordwell","Empire of the Sun",false
6598,1987,1988,60,"ART DIRECTION","Art Direction:  Anthony Pratt;  Set Decoration:  Joan Woollard","Hope and Glory",false
6599,1987,1988,60,"ART DIRECTION","Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Bruno Cesari, Osvaldo Desideri","The Last Emperor",true
6600,1987,1988,60,"ART DIRECTION","Art Direction:  Santo Loquasto;  Set Decoration:  Carol Joffe, Les Bloom, George DeTitta, Jr.","Radio Days",false
6601,1987,1988,60,"ART DIRECTION","Art Direction:  Patrizia Von Brandenstein, William A. Elliott;  Set Decoration:  Hal Gausman","The Untouchables",false
6602,1987,1988,60,CINEMATOGRAPHY,"Michael Ballhaus","Broadcast News",false
6603,1987,1988,60,CINEMATOGRAPHY,"Allen Daviau","Empire of the Sun",false
6604,1987,1988,60,CINEMATOGRAPHY,"Philippe Rousselot","Hope and Glory",false
6605,1987,1988,60,CINEMATOGRAPHY,"Vittorio Storaro","The Last Emperor",true
6606,1987,1988,60,CINEMATOGRAPHY,"Haskell Wexler",Matewan,false
6607,1987,1988,60,"COSTUME DESIGN","Dorothy Jeakins","The Dead",false
6608,1987,1988,60,"COSTUME DESIGN","Bob Ringwood","Empire of the Sun",false
6609,1987,1988,60,"COSTUME DESIGN","James Acheson","The Last Emperor",true
6610,1987,1988,60,"COSTUME DESIGN","Jenny Beavan, John Bright",Maurice,false
6611,1987,1988,60,"COSTUME DESIGN","Marilyn Vance-Straker","The Untouchables",false
6612,1987,1988,60,DIRECTING,"Adrian Lyne","Fatal Attraction",false
6613,1987,1988,60,DIRECTING,"John Boorman","Hope and Glory",false
6614,1987,1988,60,DIRECTING,"Bernardo Bertolucci","The Last Emperor",true
6615,1987,1988,60,DIRECTING,"Norman Jewison",Moonstruck,false
6616,1987,1988,60,DIRECTING,"Lasse Hallström","My Life as a Dog",false
6617,1987,1988,60,"DOCUMENTARY (Feature)","Callie Crossley and James A. DeVinney, Producers","Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965",false
6618,1987,1988,60,"DOCUMENTARY (Feature)","John Junkerman and John W. Dower, Producers","Hellfire: A Journey from Hiroshima",false
6619,1987,1988,60,"DOCUMENTARY (Feature)","Robert Stone, Producer","Radio Bikini",false
6620,1987,1988,60,"DOCUMENTARY (Feature)","Barbara Herbich and Cyril Christo, Producers","A Stitch for Time",false
6621,1987,1988,60,"DOCUMENTARY (Feature)","Aviva Slesin, Producer","The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table",true
6622,1987,1988,60,"DOCUMENTARY (Short Subject)","Deborah Dickson, Producer","Frances Steloff: Memoirs of a Bookseller",false
6623,1987,1988,60,"DOCUMENTARY (Short Subject)","Dr. Frank Daniel and Izak Ben-Meir, Producers","In the Wee Wee Hours...",false
6624,1987,1988,60,"DOCUMENTARY (Short Subject)","Megan Williams, Producer","Language Says It All",false
6625,1987,1988,60,"DOCUMENTARY (Short Subject)","Lynn Mueller, Producer","Silver into Gold",false
6626,1987,1988,60,"DOCUMENTARY (Short Subject)","Sue Marx and Pamela Conn, Producers","Young at Heart",true
6627,1987,1988,60,"FILM EDITING","Richard Marks","Broadcast News",false
6628,1987,1988,60,"FILM EDITING","Michael Kahn","Empire of the Sun",false
6629,1987,1988,60,"FILM EDITING","Michael Kahn, Peter E. Berger","Fatal Attraction",false
6630,1987,1988,60,"FILM EDITING","Gabriella Cristiani","The Last Emperor",true
6631,1987,1988,60,"FILM EDITING","Frank J. Urioste",RoboCop,false
6632,1987,1988,60,"FOREIGN LANGUAGE FILM",France,"Au Revoir Les Enfants (Goodbye, Children)",false
6633,1987,1988,60,"FOREIGN LANGUAGE FILM",Denmark,"Babette's Feast",true
6634,1987,1988,60,"FOREIGN LANGUAGE FILM",Spain,"Course Completed",false
6635,1987,1988,60,"FOREIGN LANGUAGE FILM",Italy,"The Family",false
6636,1987,1988,60,"FOREIGN LANGUAGE FILM",Norway,Pathfinder,false
6637,1987,1988,60,MAKEUP,"Bob Laden","Happy New Year",false
6638,1987,1988,60,MAKEUP,"Rick Baker","Harry and the Hendersons",true
6639,1987,1988,60,"MUSIC (Original Score)","George Fenton, Jonas Gwangwa","Cry Freedom",false
6640,1987,1988,60,"MUSIC (Original Score)","John Williams","Empire of the Sun",false
6641,1987,1988,60,"MUSIC (Original Score)","Ryuichi Sakamoto, David Byrne, Cong Su","The Last Emperor",true
6642,1987,1988,60,"MUSIC (Original Score)","Ennio Morricone","The Untouchables",false
6643,1987,1988,60,"MUSIC (Original Score)","John Williams","The Witches of Eastwick",false
6644,1987,1988,60,"MUSIC (Original Song)","Music and Lyric by George Fenton and Jonas Gwangwa","Cry Freedom",false
6645,1987,1988,60,"MUSIC (Original Song)","Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte","Dirty Dancing",true
6646,1987,1988,60,"MUSIC (Original Song)","Music and Lyric by Albert Hammond and Diane Warren",Mannequin,false
6647,1987,1988,60,"MUSIC (Original Song)","Music by Harold Faltermeyer and Keith Forsey; Lyric by Harold Faltermeyer, Keith Forsey and Bob Seger","Beverly Hills Cop II",false
6648,1987,1988,60,"MUSIC (Original Song)","Music and Lyric by Willy DeVille","The Princess Bride",false
6649,1987,1988,60,"BEST PICTURE","James L. Brooks, Producer","Broadcast News",false
6650,1987,1988,60,"BEST PICTURE","Stanley R. Jaffe and Sherry Lansing, Producers","Fatal Attraction",false
6651,1987,1988,60,"BEST PICTURE","John Boorman, Producer","Hope and Glory",false
6652,1987,1988,60,"BEST PICTURE","Jeremy Thomas, Producer","The Last Emperor",true
6653,1987,1988,60,"BEST PICTURE","Patrick Palmer and Norman Jewison, Producers",Moonstruck,false
6654,1987,1988,60,"SHORT FILM (Animated)","Eunice Macaulay, Producer","George and Rosemary",false
6655,1987,1988,60,"SHORT FILM (Animated)","Frédéric Back, Producer","The Man Who Planted Trees",true
6656,1987,1988,60,"SHORT FILM (Animated)","Bill Plympton, Producer","Your Face",false
6657,1987,1988,60,"SHORT FILM (Live Action)","Ann Wingate, Producer","Making Waves",false
6658,1987,1988,60,"SHORT FILM (Live Action)","Jonathan Sanger and Jana Sue Memel, Producers","Ray's Male Heterosexual Dance Hall",true
6659,1987,1988,60,"SHORT FILM (Live Action)","Robert A. Katz, Producer",Shoeshine,false
6660,1987,1988,60,SOUND,"Robert Knudson, Don Digirolamo, John Boyd, Tony Dawe","Empire of the Sun",false
6661,1987,1988,60,SOUND,"Bill Rowe, Ivan Sharrock","The Last Emperor",true
6662,1987,1988,60,SOUND,"Les Fresholtz, Dick Alexander, Vern Poore, Bill Nelson","Lethal Weapon",false
6663,1987,1988,60,SOUND,"Michael J. Kohut, Carlos de Larios, Aaron Rochin, Robert Wald",RoboCop,false
6664,1987,1988,60,SOUND,"Wayne Artman, Tom Beckert, Tom Dahl, Art Rochester","The Witches of Eastwick",false
6665,1987,1988,60,"VISUAL EFFECTS","Dennis Muren, William George, Harley Jessup, Kenneth Smith",Innerspace,true
6666,1987,1988,60,"VISUAL EFFECTS","Joel Hynek, Robert M. Greenberg, Richard Greenberg, Stan Winston",Predator,false
6667,1987,1988,60,"WRITING (Screenplay Based on Material from Another Medium)","Tony Huston","The Dead",false
6668,1987,1988,60,"WRITING (Screenplay Based on Material from Another Medium)","James Dearden","Fatal Attraction",false
6669,1987,1988,60,"WRITING (Screenplay Based on Material from Another Medium)","Stanley Kubrick, Michael Herr, Gustav Hasford","Full Metal Jacket",false
6670,1987,1988,60,"WRITING (Screenplay Based on Material from Another Medium)","Mark Peploe, Bernardo Bertolucci","The Last Emperor",true
6671,1987,1988,60,"WRITING (Screenplay Based on Material from Another Medium)","Lasse Hallström, Reidar Jönsson, Brasse Brännström, Per Berglund","My Life as a Dog",false
6672,1987,1988,60,"WRITING (Screenplay Written Directly for the Screen)","Louis Malle","Au Revoir Les Enfants (Goodbye, Children)",false
6673,1987,1988,60,"WRITING (Screenplay Written Directly for the Screen)","James L. Brooks","Broadcast News",false
6674,1987,1988,60,"WRITING (Screenplay Written Directly for the Screen)","John Boorman","Hope and Glory",false
6675,1987,1988,60,"WRITING (Screenplay Written Directly for the Screen)","John Patrick Shanley",Moonstruck,true
6676,1987,1988,60,"WRITING (Screenplay Written Directly for the Screen)","Woody Allen","Radio Days",false
6677,1987,1988,60,"SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing)","Stephen Flick, John Pospisil",RoboCop,true
6678,1987,1988,60,"IRVING G. THALBERG MEMORIAL AWARD","Billy Wilder",NULL,true
6679,1988,1989,61,"ACTOR IN A LEADING ROLE","Gene Hackman","Mississippi Burning",false
6680,1988,1989,61,"ACTOR IN A LEADING ROLE","Tom Hanks",Big,false
6681,1988,1989,61,"ACTOR IN A LEADING ROLE","Dustin Hoffman","Rain Man",true
6682,1988,1989,61,"ACTOR IN A LEADING ROLE","Edward James Olmos","Stand and Deliver",false
6683,1988,1989,61,"ACTOR IN A LEADING ROLE","Max von Sydow","Pelle the Conqueror",false
6684,1988,1989,61,"ACTOR IN A SUPPORTING ROLE","Alec Guinness","Little Dorrit",false
6685,1988,1989,61,"ACTOR IN A SUPPORTING ROLE","Kevin Kline","A Fish Called Wanda",true
6686,1988,1989,61,"ACTOR IN A SUPPORTING ROLE","Martin Landau","Tucker The Man and His Dream",false
6687,1988,1989,61,"ACTOR IN A SUPPORTING ROLE","River Phoenix","Running on Empty",false
6688,1988,1989,61,"ACTOR IN A SUPPORTING ROLE","Dean Stockwell","Married to the Mob",false
6689,1988,1989,61,"ACTRESS IN A LEADING ROLE","Glenn Close","Dangerous Liaisons",false
6690,1988,1989,61,"ACTRESS IN A LEADING ROLE","Jodie Foster","The Accused",true
6691,1988,1989,61,"ACTRESS IN A LEADING ROLE","Melanie Griffith","Working Girl",false
6692,1988,1989,61,"ACTRESS IN A LEADING ROLE","Meryl Streep","A Cry in the Dark",false
6693,1988,1989,61,"ACTRESS IN A LEADING ROLE","Sigourney Weaver","Gorillas in the Mist",false
6694,1988,1989,61,"ACTRESS IN A SUPPORTING ROLE","Joan Cusack","Working Girl",false
6695,1988,1989,61,"ACTRESS IN A SUPPORTING ROLE","Geena Davis","The Accidental Tourist",true
6696,1988,1989,61,"ACTRESS IN A SUPPORTING ROLE","Frances McDormand","Mississippi Burning",false
6697,1988,1989,61,"ACTRESS IN A SUPPORTING ROLE","Michelle Pfeiffer","Dangerous Liaisons",false
6698,1988,1989,61,"ACTRESS IN A SUPPORTING ROLE","Sigourney Weaver","Working Girl",false
6699,1988,1989,61,"ART DIRECTION","Art Direction:  Albert Brenner;  Set Decoration:  Garrett Lewis",Beaches,false
6700,1988,1989,61,"ART DIRECTION","Art Direction:  Stuart Craig;  Set Decoration:  Gerard James","Dangerous Liaisons",true
6701,1988,1989,61,"ART DIRECTION","Art Direction:  Ida Random;  Set Decoration:  Linda DeScenna","Rain Man",false
6702,1988,1989,61,"ART DIRECTION","Art Direction:  Dean Tavoularis;  Set Decoration:  Armin Ganz","Tucker The Man and His Dream",false
6703,1988,1989,61,"ART DIRECTION","Art Direction:  Elliot Scott;  Set Decoration:  Peter Howitt","Who Framed Roger Rabbit",false
